Remanei_Gene,Latens_Gene,dN,dS,dN.dS,ENC,dS_corrected,dn.ds_corrected,cre1,cre2,cre3,cre4,clat1,clat2,clat3,clat4,ortho_names,C..remanei.Gene.name,C.latens.Gene.name,C..remanei.Gene.name_C.latens.Gene.name,chromosome,Module
KAF1749442.1,OZG14858.1,0.00537509524595904,0.1467210308546,0.0366347974428135,52.2523504298772,0.198126068694452,0.0271296719375604,KAF1749442.1,GCK72_025910,KAF1749442.1,remanei_genome_00007254,OZG14858.1,FL83_10589,OZG14858.1,latens_genome_00018902,remanei_genome_00007254_latens_genome_00018902,remanei_genome_00007254,latens_genome_00018902,remanei_genome_00007254_latens_genome_00018902,X,pink
KAF1749443.1,OZG14929.1,0.038099980111769,0.356554969063456,0.106855838278861,53.5426864690366,0.400377424589351,0.0951601608178744,KAF1749443.1,GCK72_025911,KAF1749443.1,remanei_genome_00007255,OZG14929.1,FL83_10590,OZG14929.1,latens_genome_00018901,remanei_genome_00007255_latens_genome_00018901,remanei_genome_00007255,latens_genome_00018901,remanei_genome_00007255_latens_genome_00018901,X,blue
KAF1749446.1,OZG14930.1,0.0216711691704237,0.19252301836541,0.112564042234637,56.5140552353503,0.218884403618188,0.0990073701561026,KAF1749446.1,GCK72_025914,KAF1749446.1,remanei_genome_00007256,OZG14930.1,FL83_10593,OZG14930.1,latens_genome_00018899,remanei_genome_00007256_latens_genome_00018899,remanei_genome_00007256,latens_genome_00018899,remanei_genome_00007256_latens_genome_00018899,X,blue
KAF1749447.1,OZF79563.1,0.00938683289503379,0.204177738736254,0.0459738311979212,54.4276581372536,0.242799711352171,0.0386608074727839,KAF1749447.1,GCK72_025915,KAF1749447.1,remanei_genome_00007258,OZF79563.1,FL83_24420,OZF79563.1,latens_genome_00018898,remanei_genome_00007258_latens_genome_00018898,remanei_genome_00007258,latens_genome_00018898,remanei_genome_00007258_latens_genome_00018898,X,black
KAF1749448.1,OZG14925.1,0.00378799114737503,0.217939513341517,0.017380928723279,53.7953968639245,0.260276931394477,0.0145536952778728,KAF1749448.1,GCK72_025916,KAF1749448.1,remanei_genome_00007259,OZG14925.1,FL83_10594,OZG14925.1,latens_genome_00018897,remanei_genome_00007259_latens_genome_00018897,remanei_genome_00007259,latens_genome_00018897,remanei_genome_00007259_latens_genome_00018897,X,blue
KAF1749449.1,OZG14924.1,0.0246029277621259,0.280814570700395,0.0876127178898248,53.1392876869568,0.327007574965254,0.0752365683416969,KAF1749449.1,GCK72_025917,KAF1749449.1,remanei_genome_00007260,OZG14924.1,FL83_10595,OZG14924.1,latens_genome_00018896,remanei_genome_00007260_latens_genome_00018896,remanei_genome_00007260,latens_genome_00018896,remanei_genome_00007260_latens_genome_00018896,X,red
KAF1749452.1,OZG14853.1,0.0998288092540063,0.447115481876845,0.223272987182098,54.9361705437709,0.482749211846608,0.20679227806948,KAF1749452.1,GCK72_025920,KAF1749452.1,remanei_genome_00007264,OZG14853.1,FL83_10601,OZG14853.1,latens_genome_00018890,remanei_genome_00007264_latens_genome_00018890,remanei_genome_00007264,latens_genome_00018890,remanei_genome_00007264_latens_genome_00018890,X,pink
KAF1749460.1,OZG14848.1,0.155657714801475,0.391303065668056,0.397793241245701,55.7721755019846,0.422024062661173,0.36883611285086,KAF1749460.1,GCK72_025928,KAF1749460.1,remanei_genome_00007269,OZG14848.1,FL83_10608,OZG14848.1,latens_genome_00018884,remanei_genome_00007269_latens_genome_00018884,remanei_genome_00007269,latens_genome_00018884,remanei_genome_00007269_latens_genome_00018884,X,black
KAF1749461.1,OZG14847.1,0.00146678288491759,0.229239007625261,0.00639848732601107,56.0007423385618,0.258616845317243,0.0056716447960623,KAF1749461.1,GCK72_025929,KAF1749461.1,remanei_genome_00007270,OZG14847.1,FL83_10609,OZG14847.1,latens_genome_00018883,remanei_genome_00007270_latens_genome_00018883,remanei_genome_00007270,latens_genome_00018883,remanei_genome_00007270_latens_genome_00018883,X,black
KAF1749462.1,OZG14896.1,0.136005177460681,0.281842709303767,0.482557018404533,51.5967721897034,0.337100213337307,0.403456218891776,KAF1749462.1,GCK72_025930,KAF1749462.1,remanei_genome_00007271,OZG14896.1,FL83_10610,OZG14896.1,latens_genome_00018882,remanei_genome_00007271_latens_genome_00018882,remanei_genome_00007271,latens_genome_00018882,remanei_genome_00007271_latens_genome_00018882,X,yellow
KAF1749466.1,OZG14892.1,0.0959014966282398,0.304110210647047,0.315351123608092,52.2606632689577,0.355466398586813,0.269790610334773,KAF1749466.1,GCK72_025934,KAF1749466.1,remanei_genome_00007273,OZG14892.1,FL83_10614,OZG14892.1,latens_genome_00018878,remanei_genome_00007273_latens_genome_00018878,remanei_genome_00007273,latens_genome_00018878,remanei_genome_00007273_latens_genome_00018878,X,black
KAF1749467.1,OZG14884.1,0.234181917744796,0.463446323578195,0.505305373741483,51.7593644412874,0.517748364000836,0.452308368364864,KAF1749467.1,GCK72_025935,KAF1749467.1,remanei_genome_00007277,OZG14884.1,FL83_10620,OZG14884.1,latens_genome_00018871,remanei_genome_00007277_latens_genome_00018871,remanei_genome_00007277,latens_genome_00018871,remanei_genome_00007277_latens_genome_00018871,X,turquoise
KAF1749468.1,OZG14883.1,0.197084434687734,0.552448494415773,0.356747165898525,60.5214287045481,0.555260789919218,0.354940306007213,KAF1749468.1,GCK72_025936,KAF1749468.1,remanei_genome_00007278,OZG14883.1,FL83_10621,OZG14883.1,latens_genome_00018870,remanei_genome_00007278_latens_genome_00018870,remanei_genome_00007278,latens_genome_00018870,remanei_genome_00007278_latens_genome_00018870,X,blue
KAF1749469.1,OZG14880.1,0.138040557511179,0.563336751803562,0.245040922803691,54.0318662945614,0.60428457143555,0.228436342803271,KAF1749469.1,GCK72_025937,KAF1749469.1,remanei_genome_00007279,OZG14880.1,FL83_10624,OZG14880.1,latens_genome_00018868,remanei_genome_00007279_latens_genome_00018868,remanei_genome_00007279,latens_genome_00018868,remanei_genome_00007279_latens_genome_00018868,X,blue
KAF1749473.1,OZF84892.1,0.0920147428172749,0.426890318598367,0.215546567369792,58.4146552423812,0.442082941945829,0.208139093565275,KAF1749473.1,GCK72_025941,KAF1749473.1,remanei_genome_00007282,OZF84892.1,FL83_23471,OZF84892.1,latens_genome_00018866,remanei_genome_00007282_latens_genome_00018866,remanei_genome_00007282,latens_genome_00018866,remanei_genome_00007282_latens_genome_00018866,X,blue
KAF1749477.1,OZF84893.1,0.137827661729847,0.419637517436397,0.328444564661064,61,0.419637517436397,0.328444564661064,KAF1749477.1,GCK72_025945,KAF1749477.1,remanei_genome_00007286,OZF84893.1,FL83_23469,OZF84893.1,latens_genome_00018863,remanei_genome_00007286_latens_genome_00018863,remanei_genome_00007286,latens_genome_00018863,remanei_genome_00007286_latens_genome_00018863,X,blue
KAF1749480.1,OZG14913.1,0.415016764769161,0.69456787613335,0.597517937454225,54.8408432647016,0.730761791138927,0.567923459876491,KAF1749480.1,GCK72_025948,KAF1749480.1,remanei_genome_00007289,OZG14913.1,FL83_10632,OZG14913.1,latens_genome_00018860,remanei_genome_00007289_latens_genome_00018860,remanei_genome_00007289,latens_genome_00018860,remanei_genome_00007289_latens_genome_00018860,X,blue
KAF1749481.1,OZG14914.1,0.0282341412729906,0.387025527589399,0.0729516253071155,52.2212864988727,0.438613110755964,0.0643714029075149,KAF1749481.1,GCK72_025949,KAF1749481.1,remanei_genome_00007290,OZG14914.1,FL83_10633,OZG14914.1,latens_genome_00018859,remanei_genome_00007290_latens_genome_00018859,remanei_genome_00007290,latens_genome_00018859,remanei_genome_00007290_latens_genome_00018859,X,blue
KAF1749488.1,OZG14919.1,0.100366323575394,0.165576114216488,0.606164264998794,52.318936896318,0.216589860681489,0.463393453689829,KAF1749488.1,GCK72_025956,KAF1749488.1,remanei_genome_00007295,OZG14919.1,FL83_10638,OZG14919.1,latens_genome_00018855,remanei_genome_00007295_latens_genome_00018855,remanei_genome_00007295,latens_genome_00018855,remanei_genome_00007295_latens_genome_00018855,X,pink
KAF1749507.1,OZG12145.1,0.0409748317623396,0.28192600517092,0.145338957779004,48.3700123518045,0.356145369786282,0.115050861918907,KAF1749507.1,GCK72_025975,KAF1749507.1,remanei_genome_00007313,OZG12145.1,FL83_13330,OZG12145.1,latens_genome_00018820,remanei_genome_00007313_latens_genome_00018820,remanei_genome_00007313,latens_genome_00018820,remanei_genome_00007313_latens_genome_00018820,X,blue
KAF1749512.1,OZG12110.1,0.0663930144374685,0.448719920382611,0.14796092489243,37.919174577686,0.584353006127314,0.113617990737269,KAF1749512.1,GCK72_025980,KAF1749512.1,remanei_genome_00007317,OZG12110.1,FL83_13324,OZG12110.1,latens_genome_00018814,remanei_genome_00007317_latens_genome_00018814,remanei_genome_00007317,latens_genome_00018814,remanei_genome_00007317_latens_genome_00018814,X,blue
KAF1749518.1,OZG12122.1,0.13108876425357,0.496631616054358,0.263955737041158,54.8880986878814,0.532547837400944,0.246153969741644,KAF1749518.1,GCK72_025986,KAF1749518.1,remanei_genome_00007324,OZG12122.1,FL83_13313,OZG12122.1,latens_genome_00018806,remanei_genome_00007324_latens_genome_00018806,remanei_genome_00007324,latens_genome_00018806,remanei_genome_00007324_latens_genome_00018806,X,green
KAF1749573.1,OZG15375.1,0.0676375243368842,0.343538138097734,0.196885052446904,50.9609672134799,0.402531911925753,0.168030216569165,KAF1749573.1,GCK72_026041,KAF1749573.1,remanei_genome_00007377,OZG15375.1,FL83_10128,OZG15375.1,latens_genome_00018737,remanei_genome_00007377_latens_genome_00018737,remanei_genome_00007377,latens_genome_00018737,remanei_genome_00007377_latens_genome_00018737,X,brown
KAF1749578.1,OZG15369.1,0.036366923240671,0.39271579690181,0.0926036679134752,57.0864264651335,0.415713676965041,0.0874806994712595,KAF1749578.1,GCK72_026046,KAF1749578.1,remanei_genome_00007381,OZG15369.1,FL83_10125,OZG15369.1,latens_genome_00018733,remanei_genome_00007381_latens_genome_00018733,remanei_genome_00007381,latens_genome_00018733,remanei_genome_00007381_latens_genome_00018733,X,blue
KAF1749579.1,OZG15368.1,0.106670601527297,0.392935895502327,0.271470748150738,54.2119758552112,0.43282531210773,0.246451856079865,KAF1749579.1,GCK72_026047,KAF1749579.1,remanei_genome_00007382,OZG15368.1,FL83_10124,OZG15368.1,latens_genome_00018732,remanei_genome_00007382_latens_genome_00018732,remanei_genome_00007382,latens_genome_00018732,remanei_genome_00007382_latens_genome_00018732,X,black
KAF1749585.1,OZG17989.1,0.151273483970245,0.386322466887066,0.391573094853079,57.7068380502941,0.405674535494796,0.372893713394504,KAF1749585.1,GCK72_026053,KAF1749585.1,remanei_genome_00007386,OZG17989.1,FL83_07567,OZG17989.1,latens_genome_00010207,remanei_genome_00007386_latens_genome_00010207,remanei_genome_00007386,latens_genome_00010207,remanei_genome_00007386_latens_genome_00010207,X,grey
KAF1749589.1,OZG15409.1,0.0691703152469657,0.391380985401608,0.176733969781357,48.0373413261236,0.467555271339122,0.147940402957827,KAF1749589.1,GCK72_026057,KAF1749589.1,remanei_genome_00007389,OZG15409.1,FL83_10113,OZG15409.1,latens_genome_00018722,remanei_genome_00007389_latens_genome_00018722,remanei_genome_00007389,latens_genome_00018722,remanei_genome_00007389_latens_genome_00018722,X,brown
KAF1749592.1,OZG15357.1,0.296677467230312,0.790834273045437,0.375144929022653,52.6545863259558,0.839875595776137,0.353239775893416,KAF1749592.1,GCK72_026060,KAF1749592.1,remanei_genome_00007392,OZG15357.1,FL83_10107,OZG15357.1,latens_genome_00018715,remanei_genome_00007392_latens_genome_00018715,remanei_genome_00007392,latens_genome_00018715,remanei_genome_00007392_latens_genome_00018715,X,pink
KAF1749593.1,OZG15356.1,0.00544686850513198,0.230286571704818,0.0236525667337381,57.5844876119814,0.250357625322266,0.0217563515316166,KAF1749593.1,GCK72_026061,KAF1749593.1,remanei_genome_00007393,OZG15356.1,FL83_10106,OZG15356.1,latens_genome_00018714,remanei_genome_00007393_latens_genome_00018714,remanei_genome_00007393,latens_genome_00018714,remanei_genome_00007393_latens_genome_00018714,X,blue
KAF1749595.1,OZG15358.1,0.00541572878075813,0.203156372467609,0.0266579320893398,56.6544175069453,0.228692927253095,0.0236812255009729,KAF1749595.1,GCK72_026063,KAF1749595.1,remanei_genome_00007395,OZG15358.1,FL83_10104,OZG15358.1,latens_genome_00018712,remanei_genome_00007395_latens_genome_00018712,remanei_genome_00007395,latens_genome_00018712,remanei_genome_00007395_latens_genome_00018712,X,blue
KAF1749596.1,OZG15353.1,0.000000000130628406036146,0.179302800161335,0.00000000072853522598982,55.1128925799702,0.213898033688695,0.000000000610704099441425,KAF1749596.1,GCK72_026064,KAF1749596.1,remanei_genome_00007396,OZG15353.1,FL83_10103,OZG15353.1,latens_genome_00018711,remanei_genome_00007396_latens_genome_00018711,remanei_genome_00007396,latens_genome_00018711,remanei_genome_00007396_latens_genome_00018711,X,blue
KAF1749599.1,OZG15425.1,0.141045344455901,0.666514335665306,0.211616370284235,53.7293000339115,0.709240167774027,0.198868240780237,KAF1749599.1,GCK72_026067,KAF1749599.1,remanei_genome_00007404,OZG15425.1,FL83_10093,OZG15425.1,latens_genome_00018701,remanei_genome_00007404_latens_genome_00018701,remanei_genome_00007404,latens_genome_00018701,remanei_genome_00007404_latens_genome_00018701,X,turquoise
KAF1749601.1,OZG15423.1,0.0146261795030762,0.217139904862675,0.067358321411839,56.2098680584507,0.245288827809274,0.0596283965874259,KAF1749601.1,GCK72_026069,KAF1749601.1,remanei_genome_00007407,OZG15423.1,FL83_10091,OZG15423.1,latens_genome_00018699,remanei_genome_00007407_latens_genome_00018699,remanei_genome_00007407,latens_genome_00018699,remanei_genome_00007407_latens_genome_00018699,X,blue
KAF1749602.1,OZF83599.1,0.136880836408206,0.805436717505278,0.169946109276188,54.3779414927714,0.844350846999497,0.162113695858337,KAF1749602.1,GCK72_026070,KAF1749602.1,remanei_genome_00007408,OZF83599.1,FL83_23792,OZF83599.1,latens_genome_00018698,remanei_genome_00007408_latens_genome_00018698,remanei_genome_00007408,latens_genome_00018698,remanei_genome_00007408_latens_genome_00018698,X,blue
KAF1749603.1,OZG15422.1,0.0434855221970849,0.635566885892581,0.0684200564288596,52.4450305630013,0.685839650490937,0.0634047946425336,KAF1749603.1,GCK72_026071,KAF1749603.1,remanei_genome_00007409,OZG15422.1,FL83_10090,OZG15422.1,latens_genome_00018697,remanei_genome_00007409_latens_genome_00018697,remanei_genome_00007409,latens_genome_00018697,remanei_genome_00007409_latens_genome_00018697,X,yellow
KAF1749609.1,OZG15377.1,0.0528769326752924,0.452268653363518,0.116914874117512,43.9897844426882,0.552228164473127,0.095751966446227,KAF1749609.1,GCK72_026077,KAF1749609.1,remanei_genome_00007414,OZG15377.1,FL83_10083,OZG15377.1,latens_genome_00018689,remanei_genome_00007414_latens_genome_00018689,remanei_genome_00007414,latens_genome_00018689,remanei_genome_00007414_latens_genome_00018689,X,turquoise
KAF1749623.1,OZG15366.1,0.078009292997758,0.0969070866963507,0.804990591061651,52.7241924145008,0.145539373424082,0.536001297535132,KAF1749623.1,GCK72_026091,KAF1749623.1,remanei_genome_00007430,OZG15366.1,FL83_10057,OZG15366.1,latens_genome_00018663,remanei_genome_00007430_latens_genome_00018663,remanei_genome_00007430,latens_genome_00018663,remanei_genome_00007430_latens_genome_00018663,X,blue
KAF1749624.1,OZG15364.1,0.288778640008083,0.536168051881621,0.538597253220604,61,0.536168051881621,0.538597253220603,KAF1749624.1,GCK72_026092,KAF1749624.1,remanei_genome_00007431,OZG15364.1,FL83_10055,OZG15364.1,latens_genome_00018662,remanei_genome_00007431_latens_genome_00018662,remanei_genome_00007431,latens_genome_00018662,remanei_genome_00007431_latens_genome_00018662,X,blue
KAF1749641.1,OZG14478.1,0.469881473321194,0.650519781424431,0.72231696366297,52.9031882791429,0.698100209693345,0.673085993667871,KAF1749641.1,GCK72_026109,KAF1749641.1,remanei_genome_00007448,OZG14478.1,FL83_11142,OZG14478.1,latens_genome_00022105,remanei_genome_00007448_latens_genome_00022105,remanei_genome_00007448,latens_genome_00022105,remanei_genome_00007448_latens_genome_00022105,X,green
KAF1749659.1,OZG14517.1,0.140526327760408,0.545988902491739,0.25737945793236,51.0302698272643,0.60457542366801,0.232438042068966,KAF1749659.1,GCK72_026127,KAF1749659.1,remanei_genome_00007460,OZG14517.1,FL83_11165,OZG14517.1,latens_genome_00022085,remanei_genome_00007460_latens_genome_00022085,remanei_genome_00007460,latens_genome_00022085,remanei_genome_00007460_latens_genome_00022085,X,pink
KAF1749670.1,OZG14461.1,0.17581064193752,0.700258766570192,0.251065249491449,52.9863890929951,0.747350270248552,0.235245304559868,KAF1749670.1,GCK72_026138,KAF1749670.1,remanei_genome_00007469,OZG14461.1,FL83_11096,OZG14461.1,latens_genome_00022162,remanei_genome_00007469_latens_genome_00022162,remanei_genome_00007469,latens_genome_00022162,remanei_genome_00007469_latens_genome_00022162,X,pink
KAF1749680.1,OZF80478.1,0.0241944457002091,0.394569625611717,0.0613185712475954,52.3850586076707,0.445194811807257,0.0543457494529021,KAF1749680.1,GCK72_026148,KAF1749680.1,remanei_genome_00007478,OZF80478.1,FL83_24233,OZF80478.1,latens_genome_00022153,remanei_genome_00007478_latens_genome_00022153,remanei_genome_00007478,latens_genome_00022153,remanei_genome_00007478_latens_genome_00022153,X,pink
KAF1749691.1,OZG14465.1,0.0505784020749399,0.309912048599426,0.16320243857416,53.3729236638098,0.354732105064468,0.142581969189814,KAF1749691.1,GCK72_026159,KAF1749691.1,remanei_genome_00007486,OZG14465.1,FL83_11117,OZG14465.1,latens_genome_00022137,remanei_genome_00007486_latens_genome_00022137,remanei_genome_00007486,latens_genome_00022137,remanei_genome_00007486_latens_genome_00022137,X,blue
KAF1749704.1,OZG14504.1,0.250585543865441,0.478041837986011,0.524191658456417,52.601975977981,0.527392322269964,0.475140674757814,KAF1749704.1,GCK72_026172,KAF1749704.1,remanei_genome_00007496,OZG14504.1,FL83_11127,OZG14504.1,latens_genome_00022121,remanei_genome_00007496_latens_genome_00022121,remanei_genome_00007496,latens_genome_00022121,remanei_genome_00007496_latens_genome_00022121,X,blue
KAF1749724.1,OZF96590.1,0.101346994618894,0.3612162164316,0.280571552462638,59.6336031342181,0.369245765629555,0.274470296080714,KAF1749724.1,GCK72_026192,KAF1749724.1,remanei_genome_00007521,OZF96590.1,FL83_20043,OZF96590.1,latens_genome_00022070,remanei_genome_00007521_latens_genome_00022070,remanei_genome_00007521,latens_genome_00022070,remanei_genome_00007521_latens_genome_00022070,X,green
KAF1749738.1,OZF96567.1,0.0374792802145721,0.382942245168976,0.0978718871772273,52.1558643665906,0.434914277570568,0.0861762470156911,KAF1749738.1,GCK72_026207,KAF1749738.1,remanei_genome_00007531,OZF96567.1,FL83_20054,OZF96567.1,latens_genome_00022056,remanei_genome_00007531_latens_genome_00022056,remanei_genome_00007531,latens_genome_00022056,remanei_genome_00007531_latens_genome_00022056,X,pink
